Anzsic,Anzsic_description,Period,Data_value,Variable,Units,Gas,Status
HH2,Heating/cooling,2016Q1,154,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2016Q2,154,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2016Q3,160,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2016Q4,166,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2017Q1,181,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2017Q2,170,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2017Q3,167,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2017Q4,155,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2018Q1,173,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2018Q2,173,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2018Q3,163,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2018Q4,166,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2019Q1,158,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2019Q2,172,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2019Q3,169,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2019Q4,177,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2020Q1,178,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2020Q2,168,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2020Q3,174,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2020Q4,172,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2021Q1,168,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2021Q2,171,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2021Q3,173,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2021Q4,170,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2022Q1,164,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2022Q2,155,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2014Q1,60,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2014Q2,61,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2014Q3,62,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2014Q4,62,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2015Q1,63,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2015Q2,67,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2015Q3,70,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2015Q4,64,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2016Q1,69,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2016Q2,66,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2016Q3,65,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2016Q4,68,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2017Q1,68,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2017Q2,66,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2017Q3,68,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2017Q4,67,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2018Q1,66,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2018Q2,68,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2018Q3,66,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2018Q4,68,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2019Q1,67,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2019Q2,66,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2019Q3,65,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2019Q4,65,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2020Q1,63,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2020Q2,62,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2020Q3,61,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2020Q4,61,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2021Q1,61,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2021Q2,60,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2021Q3,60,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2021Q4,59,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2022Q1,59,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2022Q2,59,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2014Q1,20434,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2014Q2,20641,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2014Q3,20790,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2014Q4,20962,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2015Q1,20918,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2015Q2,20624,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2015Q3,20658,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2015Q4,20607,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2016Q1,20365,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2016Q2,20277,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2016Q3,20405,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2016Q4,19925,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2017Q1,20160,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2017Q2,20731,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2017Q3,20804,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2017Q4,20865,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2018Q1,20438,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2018Q2,20580,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2018Q3,20797,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2018Q4,21086,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2019Q1,21366,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2019Q2,21217,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2019Q3,20951,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2019Q4,20940,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2020Q1,20635,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2020Q2,18795,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2020Q3,20249,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2020Q4,20188,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2021Q1,20282,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2021Q2,21135,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2021Q3,18915,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2021Q4,19270,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2022Q1,19579,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2022Q2,19740,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
ZPZ,Primary industries,2014Q1,12881,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZPZ,Primary industries,2014Q2,9446,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZPZ,Primary industries,2014Q3,10127,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZPZ,Primary industries,2014Q4,12299,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZPZ,Primary industries,2015Q1,12598,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZPZ,Primary industries,2015Q2,9374,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZPZ,Primary industries,2015Q3,10064,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZPZ,Primary industries,2015Q4,12188,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZPZ,Primary industries,2016Q1,12478,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZPZ,Primary industries,2016Q2,9201,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZPZ,Primary industries,2016Q3,9900,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZPZ,Primary industries,2016Q4,11979,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZPZ,Primary industries,2017Q1,12386,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZPZ,Primary industries,2017Q2,9197,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZPZ,Primary industries,2017Q3,9946,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZPZ,Primary industries,2017Q4,12060,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZPZ,Primary industries,2018Q1,12551,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZPZ,Primary industries,2018Q2,9286,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZPZ,Primary industries,2018Q3,9983,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZPZ,Primary industries,2018Q4,12018,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZPZ,Primary industries,2019Q1,13035,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZPZ,Primary industries,2019Q2,9533,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZPZ,Primary industries,2019Q3,9720,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZPZ,Primary industries,2019Q4,11948,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZPZ,Primary industries,2020Q1,12947,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZPZ,Primary industries,2020Q2,9317,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZPZ,Primary industries,2020Q3,9711,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZPZ,Primary industries,2020Q4,11981,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZPZ,Primary industries,2021Q1,12929,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZPZ,Primary industries,2021Q2,9474,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZPZ,Primary industries,2021Q3,9650,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZPZ,Primary industries,2021Q4,11964,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZPZ,Primary industries,2022Q1,12755,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZPZ,Primary industries,2022Q2,9281,Actual,Kilotonnes,Carbon dioxide equivalents,P
AAZ,"Agriculture, forestry, fishing",2014Q1,12474,Actual,Kilotonnes,Carbon dioxide equivalents,P
AAZ,"Agriculture, forestry, fishing",2014Q2,9048,Actual,Kilotonnes,Carbon dioxide equivalents,P
AAZ,"Agriculture, forestry, fishing",2014Q3,9719,Actual,Kilotonnes,Carbon dioxide equivalents,P
AAZ,"Agriculture, forestry, fishing",2014Q4,11919,Actual,Kilotonnes,Carbon dioxide equivalents,P
AAZ,"Agriculture, forestry, fishing",2015Q1,12210,Actual,Kilotonnes,Carbon dioxide equivalents,P
AAZ,"Agriculture, forestry, fishing",2015Q2,8947,Actual,Kilotonnes,Carbon dioxide equivalents,P
AAZ,"Agriculture, forestry, fishing",2015Q3,9619,Actual,Kilotonnes,Carbon dioxide equivalents,P
AAZ,"Agriculture, forestry, fishing",2015Q4,11764,Actual,Kilotonnes,Carbon dioxide equivalents,P
AAZ,"Agriculture, forestry, fishing",2016Q1,12075,Actual,Kilotonnes,Carbon dioxide equivalents,P
AAZ,"Agriculture, forestry, fishing",2016Q2,8837,Actual,Kilotonnes,Carbon dioxide equivalents,P
AAZ,"Agriculture, forestry, fishing",2016Q3,9502,Actual,Kilotonnes,Carbon dioxide equivalents,P
AAZ,"Agriculture, forestry, fishing",2016Q4,11616,Actual,Kilotonnes,Carbon dioxide equivalents,P
AAZ,"Agriculture, forestry, fishing",2017Q1,12030,Actual,Kilotonnes,Carbon dioxide equivalents,P
AAZ,"Agriculture, forestry, fishing",2017Q2,8837,Actual,Kilotonnes,Carbon dioxide equivalents,P
AAZ,"Agriculture, forestry, fishing",2017Q3,9581,Actual,Kilotonnes,Carbon dioxide equivalents,P
AAZ,"Agriculture, forestry, fishing",2017Q4,11667,Actual,Kilotonnes,Carbon dioxide equivalents,P
AAZ,"Agriculture, forestry, fishing",2018Q1,12176,Actual,Kilotonnes,Carbon dioxide equivalents,P
AAZ,"Agriculture, forestry, fishing",2018Q2,8926,Actual,Kilotonnes,Carbon dioxide equivalents,P
AAZ,"Agriculture, forestry, fishing",2018Q3,9642,Actual,Kilotonnes,Carbon dioxide equivalents,P
AAZ,"Agriculture, forestry, fishing",2018Q4,11686,Actual,Kilotonnes,Carbon dioxide equivalents,P
AAZ,"Agriculture, forestry, fishing",2019Q1,12685,Actual,Kilotonnes,Carbon dioxide equivalents,P
AAZ,"Agriculture, forestry, fishing",2019Q2,9182,Actual,Kilotonnes,Carbon dioxide equivalents,P
AAZ,"Agriculture, forestry, fishing",2019Q3,9366,Actual,Kilotonnes,Carbon dioxide equivalents,P
AAZ,"Agriculture, forestry, fishing",2019Q4,11592,Actual,Kilotonnes,Carbon dioxide equivalents,P
AAZ,"Agriculture, forestry, fishing",2020Q1,12610,Actual,Kilotonnes,Carbon dioxide equivalents,P
AAZ,"Agriculture, forestry, fishing",2020Q2,9045,Actual,Kilotonnes,Carbon dioxide equivalents,P
AAZ,"Agriculture, forestry, fishing",2020Q3,9403,Actual,Kilotonnes,Carbon dioxide equivalents,P
AAZ,"Agriculture, forestry, fishing",2020Q4,11675,Actual,Kilotonnes,Carbon dioxide equivalents,P
AAZ,"Agriculture, forestry, fishing",2021Q1,12614,Actual,Kilotonnes,Carbon dioxide equivalents,P
AAZ,"Agriculture, forestry, fishing",2021Q2,9163,Actual,Kilotonnes,Carbon dioxide equivalents,P
AAZ,"Agriculture, forestry, fishing",2021Q3,9356,Actual,Kilotonnes,Carbon dioxide equivalents,P
AAZ,"Agriculture, forestry, fishing",2021Q4,11647,Actual,Kilotonnes,Carbon dioxide equivalents,P
AAZ,"Agriculture, forestry, fishing",2022Q1,12447,Actual,Kilotonnes,Carbon dioxide equivalents,P
AAZ,"Agriculture, forestry, fishing",2022Q2,8989,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2014Q1,407,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2014Q2,398,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2014Q3,408,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2014Q4,380,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2015Q1,389,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2015Q2,427,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2015Q3,446,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2015Q4,424,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2016Q1,403,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2016Q2,363,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2016Q3,398,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2016Q4,363,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2017Q1,356,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2017Q2,360,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2017Q3,364,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2017Q4,394,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2018Q1,375,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2018Q2,360,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2018Q3,341,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2018Q4,332,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2019Q1,350,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2019Q2,351,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2019Q3,355,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2019Q4,356,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2020Q1,337,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2020Q2,272,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2020Q3,308,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2020Q4,306,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2021Q1,315,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2021Q2,311,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2021Q3,294,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2021Q4,317,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2022Q1,309,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2022Q2,292,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2014Q1,5151,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2014Q2,5191,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2014Q3,5395,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2014Q4,5870,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2015Q1,5725,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2015Q2,5004,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2015Q3,5157,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2015Q4,5351,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2016Q1,5185,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2016Q2,4848,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2016Q3,4927,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2016Q4,4742,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2017Q1,4897,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2017Q2,4960,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2017Q3,5104,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2017Q4,5484,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2018Q1,5009,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2018Q2,4708,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2018Q3,5100,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2018Q4,5570,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2019Q1,5630,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2019Q2,4987,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2019Q3,5348,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2019Q4,5505,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2020Q1,5157,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2020Q2,4634,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2020Q3,5518,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2020Q4,5309,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2021Q1,5459,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2021Q2,5523,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2021Q3,4579,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2021Q4,4601,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2022Q1,4918,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2022Q2,4579,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2014Q1,2899,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2014Q2,2797,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2014Q3,3066,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2014Q4,3473,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2015Q1,3156,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2015Q2,2822,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2015Q3,2901,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2015Q4,3126,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2016Q1,2991,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2016Q2,2690,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2016Q3,2920,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2016Q4,2869,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2017Q1,2991,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2017Q2,2614,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2017Q3,2665,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2017Q4,3101,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2018Q1,2707,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2018Q2,2526,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2018Q3,2865,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2018Q4,3087,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2019Q1,3017,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2019Q2,2638,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2019Q3,2794,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2019Q4,3248,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2020Q1,2723,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2020Q2,2369,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2020Q3,2533,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2020Q4,2967,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2021Q1,2711,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2021Q2,2396,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2021Q3,2291,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2021Q4,2832,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2022Q1,2662,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2022Q2,2175,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,"Electricity, gas, water, and waste services",2014Q1,2029,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,"Electricity, gas, water, and waste services",2014Q2,2168,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,"Electricity, gas, water, and waste services",2014Q3,2075,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,"Electricity, gas, water, and waste services",2014Q4,2162,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,"Electricity, gas, water, and waste services",2015Q1,2328,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,"Electricity, gas, water, and waste services",2015Q2,1941,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,"Electricity, gas, water, and waste services",2015Q3,2027,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,"Electricity, gas, water, and waste services",2015Q4,1993,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,"Electricity, gas, water, and waste services",2016Q1,1956,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,"Electricity, gas, water, and waste services",2016Q2,1905,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,"Electricity, gas, water, and waste services",2016Q3,1741,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,"Electricity, gas, water, and waste services",2016Q4,1575,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,"Electricity, gas, water, and waste services",2017Q1,1593,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,"Electricity, gas, water, and waste services",2017Q2,2053,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,"Electricity, gas, water, and waste services",2017Q3,2111,Actual,Kilotonnes,Carbon dioxide equivalents,P
