Species,Abund,SciName,Taxa1,Taxa2,Taxa3,BM,"Birthing (1=hider, 2=follower)",Group,Threat,Temp,Rain,D,Prey,PreyOffset,PreyEst,logD,logAb,logPrey,Deer,WRSU,BioregionNo,Bioregion,Site,Site#,State,Coywolf,Period,Years,Duration,Country,Method,N,PopDens,HR,CoyoteBM,Wolf,Puma,Carnivores,Latitude,Longitude,Study,NA
"Mouse, pine",NA,Microtus pinetorum,Mouse,Rodents,Mammals,0.0263,NA,1,0,NA,NA,NA,0.024193548,24,0,NA,NA,0.010382036,No deer,Rural,NA,NA,Statewide,228,Kansas,0,Winter,1948,0.416666667,USA,Stomachs,130,NA,NA,NA,0,0,4,39.01,-98.48,Tiemeier 1955,NA
NA,NA,NA,NA,Ungulates,Mammals,NA,NA,NA,NA,14,658,NA,0.024198823,24,0,NA,NA,0.010384272,Deer,Rural,9.4.2,GreatPlains,Wilson Lake,348,Kansas,0,Annual,1990-1991,1,USA,Scats,268,NA,NA,NA,0,0,3,38.94,-98.5,Brillhart and Kaufman 1995,NA
"Deer, white-tailed",NA,Odocoileus virginianus,Deer,Ungulates,Mammals,55.5086,1,3,2,4.5,505,NA,0.024214323,24,6,NA,NA,0.010390845,No deer,Rural,9.2.1,GreatPlains,Harcus,82,Manitoba,0,Spring,1972,0.25,Canada,Scats,64,NA,NA,NA,0,0,5,51.529387,-98.586161,Pastuck 1974,NA
NA,NA,NA,Squirrels,Rodents,Mammals,0.6,NA,1,0,12,1138,NA,0.02422611,24,0,NA,NA,0.050853668,Deer,Rural,8.4.1,ETempForest,Rockingham County,NA,Pennsylvania,1,Annual,2011-2013,3,USA,Scats,206,NA,NA,NA,0,0,6,38.591,-79.085,Montague 2014,NA
Garbage,NA,NA,NA,NA,Anthropogenic,0.1,NA,1,0,13,421,NA,0.024239299,24,0,NA,NA,0.010401435,Deer,Rural,12.1.1,SSHighlands,Appleton-Whittell Research Ranch,566,Arizona,0,Spring,1982,0.25,USA,Scats,215,NA,NA,NA,0,1,4,31.59,-110.506,Ortega 1987,NA
"Rabbit, eastern cottontail",NA,Sylvilagus floridanus,Rabbit,Lagomorphs,Mammals,1.1728,NA,1,0,NA,NA,NA,0.024242424,24,0,NA,NA,0.01040276,No deer,Rural,NA,NA,Western Tennessee,52,Tennessee,0,Fall,1990-1992,0.5,USA,Scats,88,NA,NA,NA,0,0,8,35.484594,-89.297161,Gabor 1993,NA
Plum,NA,Prunus spp.,Fruit,NA,Vegetation,NA,NA,NA,NA,NA,NA,NA,0.024242424,24,0,NA,NA,0.01040276,No deer,Rural,NA,NA,Western Tennessee,52,Tennessee,0,Fall,1990-1992,0.5,USA,Scats,88,NA,NA,NA,0,0,8,35.484594,-89.297161,Gabor 1993,NA
"Rabbit, eastern cottontail",NA,Sylvilagus floridanus,Rabbit,Lagomorphs,Mammals,1.1728,NA,1,0,NA,NA,NA,0.024242424,24,0,NA,NA,0.01040276,No deer,Rural,NA,NA,Western Tennessee,51,Tennessee,0,Summer,1990-1992,0.5,USA,Scats,94,NA,NA,NA,0,0,8,35.484594,-89.297161,Gabor 1993,NA
Plum,NA,Prunus spp.,Fruit,NA,Vegetation,NA,NA,NA,NA,NA,NA,NA,0.024242424,24,0,NA,NA,0.01040276,No deer,Rural,NA,NA,Western Tennessee,51,Tennessee,0,Summer,1990-1992,0.5,USA,Scats,94,NA,NA,NA,0,0,8,35.484594,-89.297161,Gabor 1993,NA
"Mouse, harvest",NA,Reithrodontomys spp,Mouse,Rodents,Mammals,0.0112,NA,1,0,14,658,NA,0.02427598,24,0,NA,NA,0.010416988,Deer,Rural,9.4.2,GreatPlains,Glen Elder,351,Kansas,0,Annual,1990-1991,1,USA,Scats,368,NA,NA,NA,0,0,3,38.94,-98.5,Brillhart and Kaufman 1995,NA
"Mouse, unidentified",NA,Reithrodontomys megalotis,Mouse,Rodents,Mammals,0.0094,NA,1,0,12,448,NA,0.024284475,24,0,NA,NA,0.050876214,Deer,Rural,9.4.3,GreatPlains,Lincoln County,NA,Kansas,0,Annual,1986-1989,4,USA,Scats,162,NA,NA,NA,0,0,5,39.106994,-98.221,Kaufman et al. 1993,NA
NA,NA,NA,NA,NA,Reptiles,0.1,NA,1,0,22.5,1069,NA,0.024301777,24,0,NA,NA,0.010427926,Deer,Rural,9.5.1,GreatPlains,Aransas National Wildlife Refuge,638,Texas,0,Winter,1996,0.25,USA,Scats,120,NA,NA,NA,0,0,7,28.2445,-96.85656,Snodgrass 1997,NA
Small mammals,NA,NA,NA,Rodents,Mammals,NA,NA,NA,NA,15.5,1229,NA,0.024316109,24,0,NA,NA,0.010434003,Deer,Rural,8.5.1,ETempForest,Eastern,480,North Carolina,0,Annual,2009-2011,3,USA,Scats,554,NA,27.2,14.75,1,0,6,35.632,-76.37,Hinton et al. 2017; Hinton et al. 2015,NA
Cats,NA,Felis catus,Carnivora,Domestic,Mammals,5.5,NA,1,0,4.5,505,NA,0.024317095,24,0,NA,NA,0.010434421,Deer,Urban,9.2.1,GreatPlains,Edmonton,554,Alberta,0,Annual,2009-2012,4,Canada,Scats,531,NA,NA,NA,0,0,1,53.546,-113.4938,"Murray 2015a, b",NA
NA,NA,Coleoptera,Beetles,NA,Invertebrates,0.005,NA,1,0,12.5,433,NA,0.024317802,24,0,NA,NA,0.010434721,Deer,Rural,9.4.1,GreatPlains,East-central,588,New Mexico,0,Annual,1977-1978,1,USA,Stomachs,84,NA,NA,NA,0,0,4,34.6,-104.3,Polechla 1980,NA
Chicken,NA,Gallus gallus,Poultry,Domestic,Birds,2,NA,5,0,18.5,1282,NA,0.02436126,24,9,NA,NA,0.010453146,No deer,Rural,8.3.7,ETempForest,Pineywoods,71,Texas,0,Annual,2009-2011,3,USA,Scats,841,NA,48.44,NA,0,0,8,31.389196,-94.719451,Melville 2012,NA
NA,NA,NA,Carnivora,NA,Mammals,NA,NA,NA,NA,16,548,NA,0.02437276,24,0,NA,NA,0.010458021,Deer,Urban,11.1.1,Mediterranean,Los Angeles - urban,294,California,0,Wet,2016-2018,1,USA,Scats,693,NA,NA,NA,0,0,0,34.05,-118.25,Larson et al 2020,NA
Cats,NA,Felis catus,Carnivora,Domestic,Mammals,5.5,NA,1,0,4.5,1200,NA,0.024390244,24,0,NA,NA,0.010465434,Deer,Rural,5.3.1,NthForests,Statewide,668,New Hampshire,1,Annual,1972-1975,4,USA,Stomachs,54,NA,28.03508772,NA,0,0,5,43.43,-71.572,Wiley 1975,NA
"Beaver, American",NA,Castor canadensis,NA,Rodents,Mammals,21.82,NA,1,1,4.5,1200,NA,0.024390244,24,0,NA,NA,0.010465434,Deer,Rural,5.3.1,NthForests,Statewide,668,New Hampshire,1,Annual,1972-1975,4,USA,Stomachs,54,NA,28.03508772,NA,0,0,5,43.43,-71.572,Wiley 1975,NA
"Porcupine, North American",NA,Erethizon dorsatum,NA,Rodents,Mammals,7.085,NA,1,1,4.5,1200,NA,0.024390244,24,0,NA,NA,0.010465434,Deer,Rural,5.3.1,NthForests,Statewide,668,New Hampshire,1,Annual,1972-1975,4,USA,Stomachs,54,NA,28.03508772,NA,0,0,5,43.43,-71.572,Wiley 1975,NA
Berries,NA,NA,Fruit,NA,Vegetation,NA,NA,NA,NA,4.5,1200,NA,0.024390244,24,0,NA,NA,0.010465434,Deer,Rural,5.3.1,NthForests,Statewide,668,New Hampshire,1,Annual,1972-1975,4,USA,Stomachs,54,NA,28.03508772,NA,0,0,5,43.43,-71.572,Wiley 1975,NA
NA,NA,NA,Mouse,Rodents,Mammals,NA,NA,NA,NA,4.5,1200,NA,0.024390244,24,0,NA,NA,0.010465434,Deer,Rural,5.3.1,NthForests,Statewide,668,New Hampshire,1,Annual,1972-1975,4,USA,Stomachs,54,NA,28.03508772,NA,0,0,5,43.43,-71.572,Wiley 1975,NA
Small mammals,NA,NA,NA,Rodents,Mammals,NA,NA,NA,NA,16,1358,NA,0.024401689,24,0,NA,NA,0.010470286,Deer,Rural,8.3.5,ETempForest,Fort Bragg Military Installation,648,North Carolina,0,Summer,2011-2012,0.25,USA,Scats,77,NA,NA,NA,0,0,5,35.16,-79.053,Swingen et al 2015,NA
NA,NA,NA,Grass,NA,Vegetation,NA,NA,NA,NA,13.5,880,NA,0.02442672,24,6,NA,NA,0.010480898,Deer,Rural,9.4.4,GreatPlains,Konza Prairie Research Natural Area,190,Kansas,0,Annual,1990,1,USA,Scats,607,NA,NA,NA,0,0,NA,38.995939,-98.536968,Brillhart and Kaufman 1994,NA
Cats,NA,Felis catus,Carnivora,Domestic,Mammals,5.5,NA,1,0,4.5,1200,NA,0.024439919,24,0,NA,NA,0.010486493,Deer,Rural,5.3.1,NthForests,North-west,444,Connecticut,1,Spring,1975,0.333,USA,Scats,55,NA,NA,17.04,0,0,5,41.88,-73.24,Glatz 1976,NA
"Mouse, deer",NA,Peromyscus maniculatus,Mouse,Rodents,Mammals,0.0213,NA,1,0,4.5,505,NA,0.024448898,24,0,NA,NA,0.050939723,Deer,Rural,9.2.1,GreatPlains,Central,NA,Saskatchewan,0,Winter,1978-1979,0.25,Canada,Scats,66,NA,NA,NA,0,0,6,52,-106,Eng 1981,NA
"Gopher, Merriam's pocket",NA,Cratogeomys merriami,Gophers,Rodents,Mammals,0.42,NA,1,0,NA,NA,NA,0.024455753,24,0,NA,NA,0.010493206,No deer,Rural,13.4.2,TempSierras,Iztaccihuatl,474,Puebla,0,Annual,2001-2003,3,Mexico,Scats,115,NA,NA,NA,0,1,10,19.18,-98.65,Hernandez Perez 2004,NA
Meadowlark,NA,Sturnella neglecta,NA,NA,Birds,0.10073,NA,1,0,NA,NA,NA,0.024475524,24,0,NA,NA,0.010501587,No deer,Rural,NA,NA,Statewide,440,Kansas,0,Annual,1958-1962,5,USA,Stomachs,177,NA,NA,NA,0,0,6,38.5,-98.2,Gier 1968; Tiemeier 1955,NA
Birds,NA,NA,NA,NA,Birds,0.2,NA,NA,NA,22,592,NA,0.024520822,25,4,NA,NA,0.010520789,Deer,Rural,9.6.1,GreatPlains,Callaghan Ranch,18,Texas,0,Winter,1974-5,0.25,USA,Scats,232,NA,NA,NA,0,1,6,32.268618,-99.456739,Brown 1977,NA
NA,NA,NA,Carnivora,NA,Mammals,NA,NA,NA,NA,22.5,1069,NA,0.024538653,25,0,NA,NA,0.010528348,Deer,Rural,9.5.1,GreatPlains,South-east,505,Texas,0,Spring,1962,0.25,USA,Scats,367,NA,NA,NA,0,0,4,30.3,-94.48,Knowlton 1964,NA
"Cactus, prickly pear",NA,Opuntia spp.,Fruit,NA,Vegetation,NA,NA,NA,NA,22.5,1069,NA,0.024566474,25,0,NA,NA,0.010540141,Deer,Rural,9.5.1,GreatPlains,King Ranch,629,Texas,0,Fall,1995,0.25,USA,Scats,73,NA,NA,NA,0,0,7,27.518,-87.8999,Snodgrass 1997,NA
Garbage,NA,NA,NA,NA,Anthropogenic,0.1,NA,1,0,22.5,1069,NA,0.024566929,25,0,NA,NA,0.010540334,Deer,Rural,9.5.1,GreatPlains,Padre Island,627,Texas,0,Spring,1996,0.25,USA,Scats,64,NA,NA,NA,0,0,7,27.464,-97.297662,Snodgrass 1997,NA
Grasshopper,NA,NA,NA,NA,Invertebrates,0.005,NA,1,0,22.5,1069,NA,0.024566929,25,0,NA,NA,0.010540334,Deer,Rural,9.5.1,GreatPlains,Padre Island,627,Texas,0,Spring,1996,0.25,USA,Scats,64,NA,NA,NA,0,0,7,27.464,-97.297662,Snodgrass 1997,NA
NA,NA,NA,Mouse,Rodents,Mammals,NA,NA,NA,NA,16,548,NA,0.024600246,25,NA,NA,NA,0.010554456,NA,Urban,11.1.1,Mediterranean,Los Angeles,156,California,0,Wet,2016-2018,3,USA,Scats,693,NA,NA,NA,0,0,NA,34.05,-118.25,Larson et al. 2020,NA
"Rabbit, eastern cottontail",NA,Sylvilagus floridanus,Rabbit,Lagomorphs,Mammals,1.1728,NA,1,0,20.5,1338,NA,0.024630542,25,0,NA,NA,0.010567297,Deer,Rural,8.5.3,ETempForest,Avon Park Air Force Range,652,Florida,0,Annual,2001-2002,1,USA,Scats,86,NA,24.8,13.6,0,0,6,27.653,-81.305,Thornton et al 2004,NA
Woodchuck/groundhog,NA,Marmota monax,Marmots,Rodents,Mammals,3.8107,NA,1,0,4.5,1200,NA,0.024630542,25,0,NA,NA,0.010567297,Deer,Rural,5.3.1,NthForests,Northern state,477,Maine,1,Annual,1974-1975,2,USA,Stomachs,80,NA,NA,NA,0,0,3,46.75,-68.72,Hilton 1976,NA
Grasshopper,NA,NA,NA,NA,Invertebrates,0.005,NA,1,0,20,200,NA,0.024675806,25,0,NA,NA,0.010586482,No deer,Rural,10.2.3,Desert,Vizcaino Desert,596,Baja California Sur,0,Winter,1984,0.25,Mexico,Stomachs,34,NA,NA,NA,0,0,2,27.25,-114.5,Sanabria et al 1995,NA
"Jackrabbit, black-tailed",NA,Lepus californicus,Hares,Lagomorphs,Mammals,2.4225,NA,1,0,20,200,NA,0.024675806,25,0,NA,NA,0.010586482,No deer,Rural,10.2.3,Desert,Vizcaino Desert,596,Baja California Sur,0,Winter,1984,0.25,Mexico,Stomachs,34,NA,NA,NA,0,0,2,27.25,-114.5,Sanabria et al 1995,NA
"Mouse, deer",NA,Peromyscus maniculatus,Mouse,Rodents,Mammals,0.0213,NA,1,0,20,200,NA,0.024675806,25,0,NA,NA,0.010586482,No deer,Rural,10.2.3,Desert,Vizcaino Desert,596,Baja California Sur,0,Winter,1984,0.25,Mexico,Stomachs,34,NA,NA,NA,0,0,2,27.25,-114.5,Sanabria et al 1995,NA
"Toad, horned",NA,Phrynosoma spp.,Lizards,NA,Reptiles,0.007,NA,1,0,20,200,NA,0.024675806,25,0,NA,NA,0.010586482,No deer,Rural,10.2.3,Desert,Vizcaino Desert,596,Baja California Sur,0,Winter,1984,0.25,Mexico,Stomachs,34,NA,NA,NA,0,0,2,27.25,-114.5,Sanabria et al 1995,NA
NA,NA,Serpentes,Snakes,NA,Reptiles,0.5,NA,1,0,20,200,NA,0.024675806,25,0,NA,NA,0.010586482,No deer,Rural,10.2.3,Desert,Vizcaino Desert,596,Baja California Sur,0,Winter,1984,0.25,Mexico,Stomachs,34,NA,NA,NA,0,0,2,27.25,-114.5,Sanabria et al 1995,NA
"Birds, game",NA,NA,NA,NA,Birds,1,NA,NA,NA,NA,NA,NA,0.024676126,25,0,NA,NA,0.010586618,Deer,NA,NA,NA,Western USA,642,Multiple,0,Fall,1931-1932,0.5,USA,Stomachs,1453,NA,NA,NA,0,1,NA,38,-115,Sperry 1933,NA
"Deer, mule",NA,Odocoileus hemionus,Deer,Ungulates,Mammals,54.2126,1,3,2,11,293,NA,0.024707412,25,0,NA,NA,0.010599878,Deer,Rural,10.1.7,Desert,Spider Ranch,619,Arizona,0,Summer,1970,0.25,USA,Scats,109,NA,NA,NA,0,1,7,34.666,-112.733,Small 1971,NA
Coyote,NA,Canis latrans,Carnivora,NA,Mammals,13.4063,NA,1,2,6.5,649,NA,0.024726581,25,0,NA,NA,0.051046959,Deer,Rural,6.2.8,NWForMtn,North-east,NA,California,0,Annual,1941-1952,12,USA,Stomachs,611,NA,NA,NA,0,1,11,41.0572,-120.998,Ferrel et al 1953,NA
NA,NA,Serpentes,Snakes,NA,Reptiles,0.5,NA,1,0,22.5,1069,NA,0.024736992,25,0,NA,NA,0.010612414,Deer,Rural,9.5.1,GreatPlains,Matagorda Island,634,Texas,0,Winter,1996,0.25,USA,Scats,149,NA,NA,NA,0,0,7,28.16889,-96.738695,Snodgrass 1997,NA
NA,NA,NA,NA,NA,Reptiles,0.1,NA,1,0,14,658,NA,0.024748647,25,0,NA,NA,0.010617354,Deer,Rural,9.4.2,GreatPlains,Wichita Mountains National Wildlife Refuge,514,Oklahoma,0,Annual,1976-1977,1,USA,Scats,253,NA,NA,NA,0,0,4,34.73,-98.71,Litvaitis 1981,NA
Juniper,NA,Juniperus californica,Fruit,NA,Vegetation,NA,NA,NA,NA,8,277,NA,0.024752475,25,7,NA,NA,0.010618976,No deer,Rural,10.1.5,Desert,Garden Valley,62,Nevada,0,Winter,1975-1976,0.3,USA,Scats,198,8,NA,NA,0,1,7,39.782339,-116.214161,Kauffeld 1977,NA
"Woodrat, southern plains",NA,Neotoma micropus,Woodrats,Rodents,Mammals,0.2375,NA,1,0,22.5,1069,NA,0.024762856,25,0,NA,NA,0.010623375,Deer,Rural,9.5.1,GreatPlains,South-east,504,Texas,0,Winter,1962,0.25,USA,Scats,367,NA,NA,NA,0,0,4,30.3,-94.48,Knowlton 1964,NA
NA,NA,NA,Livestock,Ungulates,Mammals,NA,NA,NA,NA,17,1419,NA,0.024787776,25,NA,NA,NA,0.010633936,Deer,Rural,8.3.6,ETempForest,Ames Plantation,152,Tennesse,0,Fall,1993,0.25,USA,Scats,55,NA,NA,NA,0,0,7,35.11393,-89.22053,Grogan 1996,NA
"Mouse, silky pocket",NA,Perognathus flavus,Mouse,Rodents,Mammals,0.0077,NA,1,0,15,NA,NA,0.024801587,25,0,NA,NA,0.010639789,No deer,Rural,12.1.2,SSHighlands,Laguna de Santiaguillo,445,Durango,0,Annual,2007,1,Mexico,Scats,1023,NA,NA,NA,0,0,8,24.8833,-104.8806,Gonzalez Ruvalcaba 2008,NA
Plum,NA,NA,Fruit,NA,Vegetation,NA,NA,NA,NA,5,393,NA,0.024816264,25,0,NA,NA,0.010646009,Deer,Rural,9.3.3,GreatPlains,Billings County,512,North Dakota,0,Annual,1985,1,USA,Scats,152,NA,NA,NA,0,0,4,46.75,-103.4,Lewis et al 1994,NA
"Squirrel, thirteen-lined ground",NA,Ictidomys tridecemlineatus),Squirrels,Rodents,Mammals,0.1317,NA,3,0,8,825,NA,0.024836601,25,0,NA,NA,0.010654627,Deer,Rural,8.1.5,ETempForest,Wabusha County,659,Minnesota,0,Annual,2001-2003,2,USA,Scats,66,NA,NA,NA,0,0,4,44.55,-92.45,Turner et al 2011,NA
Garbage,NA,NA,NA,NA,Anthropogenic,0.1,NA,1,0,20.5,1338,NA,0.02484472,25,0,NA,NA,0.051092574,Deer,Wilderness,8.5.3,ETempForest,Brooker Creek Preserve,NA,Florida,0,Annual,2005-2007,3,USA,Scats,49,NA,NA,NA,0,0,2,28.1558,-82.662,Grigione et al. 2011,NA
NA,NA,NA,NA,NA,Reptiles,0.1,NA,1,0,11,477,NA,0.024871694,25,0,NA,NA,0.010669498,Deer,Rural,13.1.1,TempSierras,Mazatzal Mountains - unburnt,378,Arizona,0,Annual,1999,1,USA,Scats,32,NA,NA,NA,0,1,6,33.708,-111.3648,Cunningham et al. 2006,NA
Birds,NA,NA,NA,NA,Birds,0.2,NA,NA,NA,11,477,NA,0.024871694,25,0,NA,NA,0.010669498,Deer,Rural,13.1.1,TempSierras,Mazatzal Mountains - unburnt,378,Arizona,0,Annual,1999,1,USA,Scats,32,NA,NA,NA,0,1,6,33.708,-111.3648,Cunningham et al. 2006,NA
Grasshopper,NA,NA,NA,NA,Invertebrates,0.005,NA,1,0,22,206,NA,0.024874305,25,0,NA,NA,0.010670605,Deer,Rural,10.2.2,Desert,Santa Rita Experimental Range,388,Arizona,0,Annual,1970-1973,4,USA,Stomachs,101,NA,NA,NA,0,0,5,31.834,-110.853,Drewek 1980,NA
Gravel,NA,NA,NA,NA,Anthropogenic,NA,NA,NA,NA,22,206,NA,0.024874305,25,0,NA,NA,0.010670605,Deer,Rural,10.2.2,Desert,Santa Rita Experimental Range,388,Arizona,0,Annual,1970-1973,4,USA,Stomachs,101,NA,NA,NA,0,0,5,31.834,-110.853,Drewek 1980,NA
Garbage,NA,NA,NA,NA,Anthropogenic,0.1,NA,1,0,16,548,NA,0.024875622,25,0,NA,NA,0.010671163,Deer,Suburban,11.1.1,Mediterranean,Los Angeles - suburban,297,California,0,Dry,2016-2018,1,USA,Scats,818,NA,NA,NA,0,0,0,34.195,-118.85,Larson et al 2020,NA
NA,NA,Coleoptera,Beetles,NA,Invertebrates,0.005,NA,1,0,8,825,NA,0.024925224,25,3,NA,NA,0.010692182,No deer,Rural,8.1.2,ETempForest,Long Point,105,Ontario,1,Spring,1984-1985,0.25,Canada,Scats,160,16.4,NA,NA,0,0,3,42.5625,-80.228426,Todd 1987,NA
Coyote,NA,Canis latrans,Carnivora,NA,Mammals,13.4063,NA,1,2,8,825,NA,0.024925224,25,3,NA,NA,0.010692182,No deer,Rural,8.1.2,ETempForest,Long Point,105,Ontario,1,Spring,1984-1985,0.25,Canada,Scats,160,16.4,NA,NA,0,0,3,42.5625,-80.228426,Todd 1987,NA
"Deer, white-tailed",NA,Odocoileus virginianus,Deer,Ungulates,Mammals,55.5086,1,3,2,12,1057,NA,0.024930748,25,0,NA,NA,0.051125788,Deer,Rural,8.3.2,ETempForest,Adams & Pike counties,NA,Illinois,0,Summer,1980-1981,0.5,USA,Scats,69,NA,NA,NA,0,0,6,39.75,-91,Jones and Woolf 1983,NA
NA,NA,NA,NA,Ungulates,Mammals,NA,NA,NA,NA,7,1070,NA,0.024932116,25,0,NA,NA,0.010695102,Deer,Rural,6.2.12,NWForMtn,Lassen Peak,582,California,0,Annual,1998-2002,4,USA,Scats,58,NA,NA,NA,0,0,3,40.488,-121.505,Perrine 2005,NA
NA,0.03435872,NA,NA,Lagomorphs,Mammals,2,NA,1,0,22,592,-0.163627248,0.024936755,25,7,-0.077600124,0.01467118,0.010697068,Deer,Rural,9.6.1,GreatPlains,Callaghan Ranch,24,Texas,0,Summer,1976,0.25,USA,Scats,77,NA,NA,NA,0,1,6,32.268618,-99.456739,Brown 1977,NA
"Mouse, pocket",NA,Perognathus spp.,Mouse,Rodents,Mammals,0.025,NA,1,0,8,316,NA,0.024955437,25,6,NA,NA,0.010704984,No deer,Rural,10.1.8,Desert,Idaho National Engineering Laboratory,198,Idaho,0,Spring,1977,0.25,USA,Scats,82,30,11.5,NA,0,0,4,44.189,-112.37555,Johnson & Hanson 1979; Davison 1980; Mills & Knowlton 1991,NA
"Jackrabbit, black-tailed",0.003228647,Lepus californicus,Hares,Lagomorphs,Mammals,2.4225,NA,1,0,22,592,0.775461014,0.024972457,25,6,0.24931114,0.001399925,0.010712195,No deer,Rural,9.6.1,GreatPlains,Killam Ranch,27,Texas,0,Spring,1977,0.25,USA,Scats,59,NA,NA,NA,0,1,6,28.0218,-98.561884,Brown 1977,NA
"Jackrabbit, black-tailed",0.067959224,Lepus californicus,Hares,Lagomorphs,Mammals,2.4225,NA,1,0,22,592,-0.480037574,0.024976288,25,7,-0.284028039,0.028554671,0.010713818,Deer,Rural,9.6.1,GreatPlains,Callaghan Ranch,19,Texas,0,Spring,1975,0.25,USA,Scats,318,NA,NA,NA,0,1,6,32.268618,-99.456739,Brown 1977,NA
NA,0.013202409,NA,Kangaroo rats,Rodents,Mammals,0.064,NA,1,0,8,277,0.314248036,0.025,25,6,0.118677337,0.005696214,0.010723865,No deer,Rural,10.1.5,Desert,Curlew Valley,185,Utah,0,Fall,1986,0.25,USA,Scats,56,NA,39,NA,0,0,6,41.7077,-112.866644,Bartel 2003; Bartel & Knowlton 2005; Bartel et al 2008; Davison 1980; Mills & Knowlton 1991,NA
"Chipmunk, least",0.22826087,Neotamias minimus,Squirrels,Rodents,Mammals,0.1353,NA,1,0,8,316,-0.840449438,0.025,25,6,-0.797101662,0.089290616,0.010723865,No deer,Rural,10.1.8,Desert,Idaho National Engineering Laboratory,193,Idaho,0,Spring,1975,0.5,USA,Scats,143,30,11.5,NA,0,0,4,44.189,-112.37555,Johnson & Hanson 1979; Davison 1980; Mills & Knowlton 1991,NA
"Deer, mule",NA,Odocoileus hemionus,Deer,Ungulates,Mammals,54.2126,1,3,2,12,448,NA,0.025,25,0,NA,NA,0.010723865,Deer,Rural,9.4.3,GreatPlains,Pinyon Canyon,424,Colorado,0,Winter,1985,0.25,USA,Scats,137,29,11.3,NA,0,1,6,37.497,-104.1547,"Gese 1987, Gese et al. 1988a; Gese et al. 1988b; Gese et al. 1989",NA
Jackrabbit,NA,Lepus spp.,Hares,Lagomorphs,Mammals,2.45,NA,1,0,12,448,NA,0.025,25,0,NA,NA,0.010723865,Deer,Rural,9.4.3,GreatPlains,Pinyon Canyon,429,Colorado,0,Spring,1986,0.25,USA,Scats,189,29,11.3,NA,0,1,6,37.497,-104.1547,"Gese 1987, Gese et al. 1988a; Gese et al. 1988b; Gese et al. 1989",NA
"Rabbit, mountain cottontail",NA,Sylvilagus nuttallii,Rabbit,Lagomorphs,Mammals,0.7551,NA,1,0,13,421,NA,0.025027203,25,0,NA,NA,0.010735391,Deer,Rural,12.1.1,SSHighlands,Santa Rita Experimental Reserve,616,Arizona,0,Summer,1975,0.25,USA,Scats,99,NA,NA,NA,0,0,4,31.8331,-110.853,Short 1979,NA
Eggs,NA,NA,NA,NA,Birds,0.01,NA,3,0,13,421,NA,0.025027203,25,0,NA,NA,0.010735391,Deer,Rural,12.1.1,SSHighlands,Santa Rita Experimental Reserve,616,Arizona,0,Summer,1975,0.25,USA,Scats,99,NA,NA,NA,0,0,4,31.8331,-110.853,Short 1979,NA
NA,NA,Coleoptera,Beetles,NA,Invertebrates,0.005,NA,1,0,11.5,525,NA,0.025040507,25,0,NA,NA,0.010741028,Deer,Rural,11.1.3,Mediterranean,San Gabriel Mountains,663,California,0,Annual,1948-1952,5,USA,Scats,39,NA,NA,NA,0,1,9,34.3,-117.675,Vaughan 1954,NA
NA,NA,NA,NA,NA,Reptiles,0.1,NA,1,0,22.5,1069,NA,0.025068786,25,0,NA,NA,0.010753009,Deer,Rural,9.5.1,GreatPlains,Matagorda Island,635,Texas,0,Spring,1996,0.25,USA,Scats,146,NA,NA,NA,0,0,7,28.16889,-96.738695,Snodgrass 1997,NA
"Squirrel, American red",NA,Tamiasciurus hudsonicus,Squirrels,Rodents,Mammals,0.2012,NA,1,0,4,768,NA,0.025111607,25,0,NA,NA,0.010771151,Deer,Rural,5.2.1,NthForests,Northern ,321,Minnesota,0,Winter,1969-1970,0.333,USA,Stomachs,110,NA,16.3,NA,1,0,8,47.937,-94.048,Berg and Chesness 1978,NA
Chicken,NA,Gallus gallus,Poultry,Domestic,Birds,2,NA,5,0,4,768,NA,0.025111607,25,0,NA,NA,0.010771151,Deer,Rural,5.2.1,NthForests,Northern ,321,Minnesota,0,Winter,1969-1970,0.333,USA,Stomachs,110,NA,16.3,NA,1,0,8,47.937,-94.048,Berg and Chesness 1978,NA
"Grouse, spruce",0.574712644,Falcipennis canadensis,Grouse,NA,Birds,0.47365,NA,3,0,2.5,2300,-0.962585321,0.025115111,25,3,-1.426957976,0.197201315,0.010772635,No deer,Rural,7.1.3,MarineWCForest,Kenai Peninsula,99,Alaska,0,Summer,1989,0.416666667,USA,Scats,67,NA,NA,NA,1,0,8,60.16666667,-150.25,Staples 1995,NA
NA,NA,NA,Grass,NA,Vegetation,NA,NA,NA,NA,2.5,2300,NA,0.025115111,25,3,NA,NA,0.010772635,No deer,Rural,7.1.3,MarineWCForest,Kenai Peninsula,99,Alaska,0,Summer,1989,0.416666667,USA,Scats,67,NA,NA,NA,1,0,8,60.16666667,-150.25,Staples 1995,NA
"Mouse, deer",0.304123711,Peromyscus maniculatus,Mouse,Rodents,Mammals,0.0213,NA,1,0,16,548,-0.888623051,0.025125628,25,5,-0.953204683,0.115318791,0.010777091,No deer,Rural,11.1.1,Mediterranean,San Francisco State Fish and Wildlife Refuge,68,California,0,Summer,2000,0.25,USA,Scats,92,NA,NA,NA,0,0,4,37.544096,-122.404885,McDonald 2002,NA
