cnt,uniqID,x,y,cur_b1,cur_b2,cur_b3,r45y50_b1,r45y50_b2,r45y50_b3,r85y50_b1,r85y50_b2,r85y50_b3,r45y70_b1,r45y70_b2,r45y70_b3,r85y70_b1,r85y70_b2,r85y70_b3
2823,Q1592,25.62501061,-25.87493255,-0.107039407,0.056532759,0.014632257,-0.122744814,0.057788089,-0.005771344,-0.148666605,0.074701712,-0.008906687,-0.136665836,0.065357499,-0.007526049,-0.169588417,0.079503298,-0.006290774
2824,Q1593,25.87501061,-25.87493255,0.036311261,0.075793616,0.071031258,-0.013784057,0.054287344,0.024473365,-0.040937304,0.067224048,0.002758166,-0.034154765,0.063947946,0.004350039,-0.064465195,0.071976215,0.003433385
2825,Q1594,26.12501061,-25.87493255,0.055040479,0.077649921,0.030842131,0.035510883,0.060876943,-0.018320387,0.015959594,0.069172733,-0.011184899,0.018890306,0.068597376,-0.009397972,-0.008425587,0.07644327,-0.008132756
2826,Q1595,26.37501061,-25.87493255,0.078119606,0.058111969,0.005816594,0.090390943,0.059809886,-0.039085757,0.071712501,0.066546522,-0.016803134,0.073368907,0.065718837,-0.015328563,0.052092355,0.069064386,-0.012895944
2827,Q1596,26.62501061,-25.87493255,0.091583081,0.071625404,0.044303663,0.089615613,0.057787735,-0.028414184,0.069861084,0.064761125,-0.013698377,0.0721085,0.063889809,-0.012038861,0.051853515,0.067615345,-0.011006841
2828,Q1597,26.87501061,-25.87493255,0.0866073,0.063916534,0.052556213,0.091001816,0.056776065,-0.052504811,0.078959435,0.060471781,-0.020798527,0.078616075,0.062430486,-0.019876134,0.060999125,0.065818414,-0.015744258
2829,Q1598,27.12501061,-25.87493255,0.024819195,0.050764933,0.009799736,0.021407897,0.068079166,-0.052825369,0.001816543,0.076530837,-0.022402665,0.002996765,0.070400581,-0.021349812,-0.010314992,0.084687859,-0.016785186
2830,Q1599,27.37501061,-25.87493255,0.051473878,-0.249438912,-0.012865865,-0.00328223,0.077299774,-0.055470206,-0.018633088,0.084359586,-0.024360534,-0.01798575,0.075716466,-0.023445727,-0.032339346,0.09246444,-0.018247923
2831,Q1600,27.62501061,-25.87493255,0.001354646,-0.241340935,-0.038944244,-0.02262429,0.061578624,-0.055001486,-0.047156718,0.062358133,-0.024762519,-0.040357877,0.058521472,-0.023852043,-0.051293459,0.079877079,-0.018732598
2832,Q1601,27.87501061,-25.87493255,0.042882949,-0.250357687,-0.00265399,0.03337422,0.080706663,-0.043819621,0.017209839,0.086109743,-0.020929161,0.01065931,0.078568913,-0.019112481,0.00071705,0.088378809,-0.016401885
2833,Q1602,28.12501061,-25.87493255,0.039098244,-0.258179516,-0.052109689,0.041171767,0.081937164,-0.03713838,0.024269344,0.087305561,-0.019193599,0.024250902,0.08055158,-0.017184399,0.015765388,0.088863179,-0.015372665
2834,Q1603,28.37501061,-25.87493255,0.098028645,-0.255794704,-0.069750018,0.125231385,0.065641068,-0.071805052,0.120324016,0.066121891,-0.028771564,0.114716813,0.070746876,-0.026831191,0.11016497,0.068339042,-0.023206139
2835,Q1604,28.62501061,-25.87493255,0.086744748,0.054230887,0.006619332,0.126542911,0.064709589,-0.049287878,0.118817106,0.064755246,-0.022451235,0.111052908,0.067729823,-0.019877851,0.110109448,0.06472303,-0.018905977
2836,Q1605,28.87501061,-25.87493255,0.080191337,-0.24384962,-0.095330022,0.09200941,0.069996178,-0.044158448,0.081546284,0.072326884,-0.02173488,0.073187999,0.071808301,-0.019068347,0.067643359,0.074326403,-0.018019002
2837,Q1606,29.12501061,-25.87493255,0.09720856,-0.256358594,-0.027194578,0.135584816,0.063386597,-0.019526031,0.12981309,0.061632898,-0.012939703,0.120548576,0.065776005,-0.010216228,0.121344447,0.061538208,-0.010512758
2838,Q1607,29.37501061,-25.87493255,0.144656509,-0.25077334,-0.043573212,0.157607496,0.057660576,-0.028123403,0.155716166,0.053288653,-0.01601534,0.14611432,0.060766261,-0.013329825,0.14998737,0.054224629,-0.013690013
2839,Q1608,29.62501061,-25.87493255,0.171653315,-0.249425247,-0.049592897,0.169289485,0.060047854,-0.032787114,0.169032037,0.055367958,-0.017879007,0.157526553,0.063607387,-0.015038506,0.165776387,0.053879831,-0.015593466
2840,Q1609,29.87501061,-25.87493255,0.209218889,0.062736981,0.083142139,0.213177606,0.060418308,-0.037151072,0.210267723,0.058105085,-0.017370576,0.200478226,0.070928439,-0.014295727,0.207196236,0.053597316,-0.014931038
2841,Q1610,30.12501061,-25.87493255,0.172180682,0.059639439,0.090836272,0.168242991,0.079390973,-0.028780129,0.171204984,0.078006983,-0.015804613,0.155843496,0.088321611,-0.012288958,0.164875492,0.069775671,-0.013285145
2842,Q1611,30.37501061,-25.87493255,0.175189719,0.055967543,0.099798948,0.184701785,0.09163487,-0.031479601,0.188883111,0.091054663,-0.016248005,0.172065958,0.106041662,-0.012244361,0.186512679,0.084121652,-0.01323213
2843,Q1612,30.62501061,-25.87493255,-0.069183037,-0.265340358,0.022219747,-0.050811656,0.14158085,-0.041834559,-0.048089858,0.146078616,-0.024149764,-0.074006401,0.140545756,-0.020144761,-0.055530373,0.146580532,-0.017928114
2844,Q1613,30.87501061,-25.87493255,0.075595923,0.045656707,0.082580194,0.04507944,0.125760496,-0.065360159,0.047731321,0.128906369,-0.029528126,0.027377501,0.13318494,-0.025641026,0.047251455,0.127316728,-0.022916961
2845,Q1614,31.12501061,-25.87493255,0.057551414,0.044153549,0.092310034,0.06401775,0.12382964,-0.057534654,0.06739343,0.125510573,-0.027666081,0.041601438,0.132834062,-0.02335465,0.059515048,0.125146806,-0.021567505
2847,Q1615,31.62501061,-25.87493255,-0.34322539,-0.297560811,0.015172442,-0.332759798,0.206293061,-0.021963114,-0.315927058,0.217897952,-0.024024375,-0.345838577,0.186800197,-0.020495228,-0.300055653,0.216112465,-0.016962962
2848,Q1616,31.87501061,-25.87493255,-0.332882971,-0.289470315,0.07798674,-0.395748496,0.225009292,-0.01390548,-0.377676934,0.237914458,-0.025729751,-0.410736114,0.201526836,-0.022002332,-0.357303143,0.237236395,-0.018632293
2681,Q1618,20.12501061,-25.62493255,-0.215452209,0.150730774,-0.245024458,-0.345064908,-0.324551582,-0.021596825,-0.364711285,-0.351849437,-0.015349351,-0.316447794,-0.332930654,-0.020790523,-0.386642247,-0.352180392,-0.022589663
2682,Q1619,20.37501061,-25.62493255,-0.235894278,0.151177958,-0.248261184,-0.369112611,-0.318847388,-0.018488871,-0.393411487,-0.344522059,-0.014774813,-0.341347396,-0.319672942,-0.019677775,-0.407922953,-0.341303766,-0.021926012
2683,Q1620,20.62501061,-25.62493255,-0.258457601,0.147332013,-0.149562016,-0.382596374,-0.316580683,-0.002986058,-0.404690892,-0.323220104,-0.009550726,-0.353223264,-0.295312345,-0.013671252,-0.418806404,-0.315181792,-0.016324895
2692,Q1622,22.87501061,-25.62493255,-0.394722044,0.08336249,0.02608637,-0.327603966,-0.19539386,-0.006580928,-0.346901387,-0.16257365,-0.009816582,-0.310714722,-0.125007316,-0.010898116,-0.358353049,-0.124662325,-0.010459813
2693,Q1623,23.12501061,-25.62493255,-0.394751638,0.077434316,-0.046681814,-0.310779542,-0.154671043,-0.021763075,-0.333312452,-0.121723279,-0.013913245,-0.298437119,-0.096431389,-0.015083537,-0.347800195,-0.086624995,-0.012986759
2694,Q1624,23.37501061,-25.62493255,-0.377060264,0.077402517,-0.048197564,-0.29345119,-0.123105414,-0.021567158,-0.322155148,-0.097685084,-0.013862804,-0.284719169,-0.07059361,-0.014719462,-0.331422925,-0.06109266,-0.012267496
2695,Q1625,23.62501061,-25.62493255,-0.348817259,0.074350327,-0.040517349,-0.276367843,-0.094487891,-0.022518186,-0.303670079,-0.063730426,-0.01393314,-0.272200078,-0.053136755,-0.015228764,-0.315676302,-0.03794517,-0.012285003
2696,Q1626,23.87501061,-25.62493255,-0.330422252,0.078703411,0.033284348,-0.274106175,-0.078877263,-0.000631802,-0.302787453,-0.054984774,-0.008776061,-0.2734842,-0.049757905,-0.010718006,-0.317205578,-0.040938761,-0.009100514
2697,Q1627,24.12501061,-25.62493255,-0.305094391,0.076016605,0.04420865,-0.264823198,-0.058884196,0.00806543,-0.290175438,-0.031630293,-0.006217384,-0.265310138,-0.039953843,-0.008315055,-0.309921861,-0.027867926,-0.007234246
2698,Q1628,24.37501061,-25.62493255,-0.247232184,0.077649608,0.049878612,-0.240964904,-0.034423079,0.029992336,-0.272136778,-0.016321933,-0.001325196,-0.247529611,-0.015772542,-0.00147834,-0.290674537,-0.009626731,-0.002873135
2703,Q1633,25.62501061,-25.62493255,-0.089503266,0.061492465,-0.006930631,-0.111110359,0.041869476,-0.023967883,-0.132416129,0.062531084,-0.013721719,-0.125042185,0.053325992,-0.012924535,-0.156863153,0.064319186,-0.010278904
2704,Q1634,25.87501061,-25.62493255,0.015773699,-0.232965767,-0.038078181,-0.030867789,0.050503634,-0.025209025,-0.054166097,0.063535362,-0.013898957,-0.046652962,0.05995154,-0.012708662,-0.077471003,0.068765253,-0.010629358
2705,Q1635,26.12501061,-25.62493255,-0.027979314,-0.24322553,-0.021391921,-0.081199557,0.049203146,-0.039162021,-0.102387056,0.060601577,-0.018975941,-0.092981569,0.056173481,-0.018470574,-0.120785445,0.070046708,-0.014144166
2706,Q1636,26.37501061,-25.62493255,-0.074662939,0.054340541,0.066442996,-0.117946371,0.084139943,-0.03990953,-0.141712144,0.093156397,-0.020307912,-0.135704666,0.077066399,-0.0201854,-0.154907629,0.099640116,-0.015008183
2707,Q1637,26.62501061,-25.62493255,-0.007272609,-0.250480801,-0.016819967,-0.040754121,0.087012194,-0.054477561,-0.057948958,0.09676709,-0.024017062,-0.057968527,0.083545506,-0.023588927,-0.076214559,0.101402164,-0.01809149
2708,Q1638,26.87501061,-25.62493255,-0.018065341,0.054289263,0.061956134,-0.022252034,0.085392959,-0.058877893,-0.037167378,0.09318845,-0.025040638,-0.039398953,0.083142206,-0.024319598,-0.055817548,0.098281309,-0.018853115
2709,Q1639,27.12501061,-25.62493255,-0.041848671,0.051988102,0.066727042,-0.056472361,0.089003049,-0.054471716,-0.076675206,0.097035497,-0.024380425,-0.073600315,0.083716333,-0.023849608,-0.089355998,0.103313521,-0.01833516
2710,Q1640,27.37501061,-25.62493255,-0.08489085,-0.255226582,-0.008038159,-0.134880558,0.094931744,-0.046854127,-0.152054638,0.100219727,-0.024193401,-0.151179194,0.082348473,-0.024447516,-0.163445041,0.104038581,-0.018408619
2711,Q1641,27.62501061,-25.62493255,-0.116083123,-0.24938944,-0.026309896,-0.140810266,0.092731103,-0.049864896,-0.156719878,0.102731049,-0.026642291,-0.160151228,0.088548779,-0.025694154,-0.170785844,0.096587978,-0.021669822
2712,Q1642,27.87501061,-25.62493255,-0.097373679,-0.26364857,-0.06143149,-0.08460141,0.086819313,-0.056961812,-0.105129361,0.095399819,-0.026933279,-0.100880191,0.080228217,-0.026316591,-0.112942927,0.100087099,-0.021139182
2713,Q1643,28.12501061,-25.62493255,-0.056529846,-0.261300176,-0.070259102,-0.039290454,0.08769206,-0.065735966,-0.055279464,0.092198722,-0.029360199,-0.054515641,0.081022754,-0.028594278,-0.062602282,0.08827468,-0.023803623
2714,Q1644,28.37501061,-25.62493255,-0.070510544,-0.266242117,-0.0577778,-0.038530767,0.097781457,-0.064100802,-0.051489044,0.103964642,-0.028989526,-0.056785878,0.090800829,-0.027782133,-0.059667863,0.104849041,-0.022565082
2715,Q1645,28.62501061,-25.62493255,-0.009621358,0.044440944,0.018626504,0.040556695,0.082052834,-0.063913792,0.025336791,0.086503282,-0.027059482,0.020567644,0.079702683,-0.025522618,0.016974021,0.086707726,-0.021236196
2716,Q1646,28.87501061,-25.62493255,0.030566009,-0.261399448,-0.057510819,0.055466257,0.078550793,-0.064430088,0.042505223,0.082474008,-0.02764827,0.036007669,0.078068495,-0.025781576,0.033340089,0.082618028,-0.022044918
2717,Q1647,29.12501061,-25.62493255,0.036655959,-0.257793039,0.005468862,0.091728449,0.071499474,-0.076266833,0.083920702,0.071619004,-0.031455941,0.073271625,0.072887637,-0.029422903,0.07492324,0.072638258,-0.025404474
2718,Q1648,29.37501061,-25.62493255,0.091785222,-0.251013368,-0.001414415,0.113182873,0.062735803,-0.054218236,0.103858002,0.063649565,-0.025042176,0.097070441,0.065881744,-0.022358799,0.094545655,0.064619645,-0.021173965
2719,Q1649,29.62501061,-25.62493255,0.138071135,-0.248980999,-0.007890477,0.160703495,0.059907828,-0.060274933,0.161632597,0.055822536,-0.026390607,0.149347231,0.063733652,-0.023395905,0.156039119,0.05471205,-0.022764148
2720,Q1650,29.87501061,-25.62493255,0.148214132,0.061470833,0.085989237,0.165186659,0.061987929,-0.030024886,0.165855885,0.057535384,-0.016265793,0.152330801,0.066089638,-0.013253956,0.160546705,0.05456534,-0.013908834
2721,Q1651,30.12501061,-25.62493255,0.2197662,0.061264068,0.085287534,0.232601389,0.072845176,-0.039591078,0.230289578,0.071929276,-0.017113052,0.218854159,0.089362048,-0.013808984,0.223866522,0.061008412,-0.014314102
2722,Q1652,30.37501061,-25.62493255,0.176765859,-0.251366556,0.026325658,0.155778557,0.093265302,-0.027603576,0.155078962,0.092698678,-0.015347379,0.139160722,0.105610736,-0.011400815,0.145747557,0.081882618,-0.012495329
2723,Q1653,30.62501061,-25.62493255,0.129142359,-0.257482409,0.006870838,0.134220988,0.103878282,-0.064193256,0.139048249,0.104305714,-0.028236791,0.116761059,0.117687725,-0.023941144,0.131139413,0.101151213,-0.022813169
2724,Q1654,30.87501061,-25.62493255,-0.102172472,0.031013276,0.040817268,-0.14721249,0.165382475,-0.042096756,-0.141292021,0.174344778,-0.025383299,-0.170888573,0.160819098,-0.021579681,-0.141934916,0.174576834,-0.017892657
2725,Q1655,31.12501061,-25.62493255,-0.133809432,0.031519286,0.113561928,-0.194235489,0.175854459,-0.034918536,-0.187904343,0.186030209,-0.024188939,-0.217331916,0.167764753,-0.02038905,-0.186422616,0.18614985,-0.016716022
2726,Q1656,31.37501061,-25.62493255,-0.129630417,0.024292246,0.058860585,-0.033584833,0.144266963,-0.066272497,-0.027403306,0.148489982,-0.031364113,-0.05821548,0.146985009,-0.027400894,-0.026715191,0.147413388,-0.023591388
2727,Q1657,31.62501061,-25.62493255,-0.438268661,0.006179932,0.09942089,-0.394893914,0.216875285,-0.010165141,-0.37926662,0.228849262,-0.02136636,-0.409811169,0.190596253,-0.017938243,-0.362591475,0.229349121,-0.014303067
2728,Q1658,31.87501061,-25.62493255,-0.423901886,-0.298799276,0.029418407,-0.45395568,0.232524663,0.006654221,-0.435991108,0.246959001,-0.018128416,-0.463328838,0.201846451,-0.014490403,-0.408988595,0.245185718,-0.011554023
2561,Q1660,20.12501061,-25.37493255,-0.225032032,0.141819715,-0.218916088,-0.361622334,-0.295411438,-0.015585674,-0.377332658,-0.32122308,-0.013740921,-0.326219022,-0.28483656,-0.017718887,-0.396319926,-0.307509363,-0.01941753
2562,Q1661,20.37501061,-25.37493255,-0.23588261,0.14624007,-0.157820791,-0.381894678,-0.29454115,-0.013171479,-0.397868663,-0.309903443,-0.01293297,-0.350970119,-0.283184499,-0.017102761,-0.414604157,-0.302239954,-0.019111816
2563,Q1662,20.62501061,-25.37493255,-0.250375926,0.141577438,-0.122021548,-0.389328897,-0.281685144,0.022446064,-0.40193966,-0.287145287,-0.002143892,-0.353148013,-0.256208539,-0.00474599,-0.418285251,-0.272721529,-0.009364462
2572,Q1664,22.87501061,-25.37493255,-0.37872538,0.082024604,0.042777538,-0.319867194,-0.150772765,0.0172238,-0.341545165,-0.126148328,-0.003601317,-0.309911042,-0.100826748,-0.00331685,-0.358059227,-0.090270929,-0.005142371
2573,Q1665,23.12501061,-25.37493255,-0.384295911,0.080275595,0.030784583,-0.32742852,-0.133982748,0.001680535,-0.346748888,-0.109822318,-0.008189362,-0.309227258,-0.091719232,-0.010242236,-0.356776237,-0.08195547,-0.008795126
2574,Q1666,23.37501061,-25.37493255,-0.378981233,0.080081053,0.031619709,-0.315143704,-0.122399248,0.000577686,-0.333041549,-0.092184782,-0.008238974,-0.30571577,-0.081331216,-0.010570299,-0.352765501,-0.065215439,-0.008347225
2575,Q1667,23.62501061,-25.37493255,-0.371843517,0.074010305,0.055092491,-0.300631553,-0.077760443,0.016885635,-0.326938272,-0.053192396,-0.005399183,-0.297311157,-0.049424436,-0.006239492,-0.343867064,-0.031012449,-0.00529451
2583,Q1671,25.62501061,-25.37493255,-0.042906493,0.072305501,0.049013168,-0.072507814,0.038617771,-0.011505631,-0.096371658,0.05680741,-0.010098829,-0.086026818,0.05368311,-0.008936248,-0.117959552,0.058084719,-0.007901117
2584,Q1672,25.87501061,-25.37493255,-0.101472139,0.06848909,0.042307168,-0.141294807,0.026252307,-0.030756731,-0.162229732,0.043195706,-0.016703665,-0.148271203,0.038877536,-0.016567877,-0.182118997,0.051131755,-0.012923771
2585,Q1673,26.12501061,-25.37493255,-0.103844114,0.059298757,0.054835249,-0.133170068,0.052659709,-0.041530348,-0.15970163,0.063524343,-0.020584876,-0.148727939,0.055461418,-0.020473199,-0.174331695,0.07330624,-0.015940629
2586,Q1674,26.37501061,-25.37493255,-0.179337159,0.07202559,0.013645657,-0.246794224,0.093795411,-0.018813536,-0.265207112,0.106273569,-0.015958061,-0.258326203,0.081434377,-0.015968151,-0.276228786,0.117246598,-0.011057522
2587,Q1675,26.62501061,-25.37493255,-0.17231831,0.048200764,0.005645131,-0.182967633,0.113766372,-0.028239923,-0.202594712,0.128986046,-0.017525442,-0.200281516,0.102967486,-0.01715114,-0.215294167,0.134123489,-0.011965103
2588,Q1676,26.87501061,-25.37493255,-0.147657618,-0.212809563,-0.135292634,-0.178291529,0.111703746,-0.03987892,-0.20273082,0.128476933,-0.023007857,-0.197589263,0.10391701,-0.022910064,-0.210961387,0.134523675,-0.017214067
2589,Q1677,27.12501061,-25.37493255,-0.169350684,-0.242981449,-0.044982035,-0.21322754,0.103435703,-0.031221658,-0.23612456,0.115684532,-0.0202656,-0.231193706,0.091132917,-0.019902809,-0.245304927,0.121299356,-0.014957876
2590,Q1678,27.37501061,-25.37493255,-0.163584873,-0.252480894,-0.093297876,-0.209539443,0.101733878,-0.028846532,-0.228381813,0.111950621,-0.018729012,-0.225441054,0.088970989,-0.018632295,-0.238228038,0.107217856,-0.014022392
2591,Q1679,27.62501061,-25.37493255,-0.157011196,-0.259786367,-0.073348172,-0.208944723,0.114389189,-0.035714291,-0.232805729,0.124365799,-0.024058033,-0.230575755,0.104200251,-0.022658736,-0.238811865,0.118851297,-0.0183392
2592,Q1680,27.87501061,-25.37493255,-0.184463069,0.051399328,-0.012944432,-0.183842435,0.106236935,-0.037234552,-0.207367778,0.117565468,-0.022628289,-0.203428701,0.095038101,-0.0216549,-0.212151349,0.1100372,-0.017366979
2593,Q1681,28.12501061,-25.37493255,-0.150072575,-0.262597144,-0.065930121,-0.138469577,0.113913581,-0.06025213,-0.157430932,0.11956621,-0.032441132,-0.158028036,0.101767071,-0.03143163,-0.164159328,0.115159094,-0.02645058
2594,Q1682,28.37501061,-25.37493255,-0.117929406,-0.26394704,-0.061860189,-0.101619691,0.113052495,-0.067016289,-0.121997334,0.120752178,-0.033202227,-0.126794934,0.102133945,-0.032404739,-0.126787573,0.117593847,-0.027184729
2595,Q1683,28.62501061,-25.37493255,-0.092686296,0.037507769,0.023494735,-0.033547737,0.096633978,-0.066362344,-0.050751507,0.103822328,-0.028927473,-0.05611315,0.090155475,-0.027860766,-0.059328746,0.102334931,-0.022617059
2596,Q1684,28.87501061,-25.37493255,-0.043096196,0.045963228,0.072336718,0.027939709,0.086044081,-0.07987041,0.013453771,0.090723544,-0.032924276,-0.000305171,0.084459215,-0.031309091,-0.000950739,0.092941694,-0.025902526
2597,Q1685,29.12501061,-25.37493255,-0.069372647,0.043671954,0.07965447,-0.004845942,0.091463193,-0.074717619,-0.017336942,0.096937843,-0.031688079,-0.027140059,0.086936377,-0.030332923,-0.024818247,0.096167132,-0.025097888
2598,Q1686,29.37501061,-25.37493255,-0.234552652,-0.270143211,0.023458976,-0.280954868,0.148694441,-0.034608781,-0.290111154,0.1613895,-0.026404975,-0.305633843,0.125776142,-0.024988994,-0.290366441,0.162470087,-0.020332728
2599,Q1687,29.62501061,-25.37493255,-0.003262738,-0.260107756,0.006951301,0.014510708,0.088775486,-0.064537659,0.000915838,0.0926985,-0.028706804,-0.008331293,0.084479503,-0.0268999,-0.007118211,0.092040658,-0.022585105
2600,Q1688,29.87501061,-25.37493255,0.114956677,0.058188252,0.095478803,0.139050826,0.067435868,-0.025059301,0.133709639,0.064947955,-0.014772957,0.119823515,0.070515938,-0.011832782,0.124696106,0.061711833,-0.012272397
2601,Q1689,30.12501061,-25.37493255,0.343842208,0.067031093,0.068499967,0.292242229,0.069891281,-0.05162577,0.28288424,0.069464333,-0.019824062,0.271387041,0.095250636,-0.015906038,0.274705231,0.065249741,-0.01633729
